13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
14999,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
14999,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
14999,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
15000,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
15000,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
15000,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
15000,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
0,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
13532,0 ,
20740,0 ,
18940,0 ,
10606,0 ,
1865,0 ,
-1142,0 ,
4105,0 ,
15000,0 ,
25318,0 ,
28858,0 ,
23078,0 ,
10606,0 ,
-2274,0 ,
-9260,0 ,
-7681,0 ,
-1,0 ,
7680,0 ,
9259,0 ,
2273,0 ,
-10607,0 ,
-23079,0 ,
-28859,0 ,
-25319,0 ,
-15001,0 ,
-4106,0 ,
1141,0 ,
-1866,0 ,
-10607,0 ,
-18941,0 ,
-20741,0 ,
-13533,0 ,
-1,0 ,
